"","code","pages","name","doc_name","url","mean_nchar","mean_words","mean_kango","mean_wago"
"86",131121,124,"東京都世田谷区","保育のごあんない（令和5年9月発行）","https://www.city.setagaya.lg.jp/mokuji/kodomo/003/001/001/d00005724_d/fil/goannai0409.pdf",1005.54838709677,594.911290322581,0.362413901940359,0.331152373258621
"87",131130,48,"東京都渋谷区","渋谷区保育園入園のご案内（令和6年度版）","https://files.city.shibuya.tokyo.jp/assets/12995aba8b194961be709ba879857f70/420cc2134ee142fcb7244e587ef14379/nyuen_annai.pdf",940.354166666667,571.604166666667,0.389319835158696,0.415591006495873
"88",131148,29,"東京都中野区","中野区保育所等のごあんない","https://www.city.tokyo-nakano.lg.jp/kurashi/denshishinsei/kodomo/hoikuen/moshikomi-dl.files/goannai2023.pdf",1911.89655172414,1157.20689655172,0.405429458531977,0.402748755102338
"89",131156,76,"東京都杉並区","保育施設利用のご案内【令和5年11月13日更新】","https://www.city.suginami.tokyo.jp/guide/kosodate/navi/1019787.html",1285.71052631579,774.026315789474,0.380255509981045,0.357010049724797
"90",131164,72,"東京都豊島区","令和6年度豊島区認可保育施設入園・転園・延長保育利用のしおり","https://www.city.toshima.lg.jp/260/kosodate/kosodate/hoikuen/nyuen/documents/r6-nyuuennoshiori.pdf",971.708333333333,580.805555555556,0.421775380839404,0.37653642161754
"91",131172,42,"東京都北区","令和6年度 保育利用案内（令和5年10月発行）（PDF：9,585KB）","https://www.city.kita.tokyo.jp/k-hoiku/kosodate/hoikuen/hoikuen/moshikomi/annai/documents/r6riyouannnai6.pdf",1353.88095238095,825.52380952381,0.410865455283775,0.369282403260459
"92",131199,152,"東京都板橋区","【全ページ】幼稚園・保育園のご案内～保育利用の手引～ ","https://www.city.itabashi.tokyo.jp/_res/projects/default_project/_page_/001/048/694/r6/all.pdf",1098.16447368421,626.348684210526,0.396730714517993,0.350175805537101
"93",131202,60,"東京都練馬区","【令和6年度】保育利用のご案内","https://www.city.nerima.tokyo.jp/kosodatekyoiku/kodomo/hoiku/hoikuen/nyuuen/moushikomi/siori-sisetu.files/hoikuriyounogoannaiR6.pdf",1129.98333333333,703.15,0.402880956221059,0.456034582065354
"94",131211,64,"東京都足立区","令和６年度・保育施設利用申込案内","https://www.city.adachi.tokyo.jp/documents/33784/r6a_annai.pdf",961.25,567.09375,0.347138713723161,0.314891115985067
"95",131229,68,"東京都葛飾区","令和6年度　保育施設利用申込案内","https://www.city.katsushika.lg.jp/_res/projects/default_project/_page_/001/033/443/r6_hoikushisetu_riyoumoshikomi.pdf",1147.61764705882,679.617647058824,0.380738138628591,0.398226455196406
"96",131237,36,"東京都江戸川区","令和6年度入園のご案内","https://www.city.edogawa.tokyo.jp/documents/7343/r6guide.pdf",1025.25,627.361111111111,0.439894775591666,0.412943548704549
"97",132012,60,"東京都八王子市","令和6年度（2024年度）入園のしおり","https://kosodate.city.hachioji.tokyo.jp/material/files/group/3/R6_nyuen_shiori02.pdf",982.116666666667,597.6,0.434648452159418,0.337802941161622
"98",132021,24,"東京都立川市","令和6年度立川市保育施設利用申込みのしおり","https://www.city.tachikawa.lg.jp/hoiku/documents/r6siori.pdf",1277.54166666667,774.541666666667,0.386966696674425,0.441363626936136
"99",132039,110,"東京都武蔵野市","令和6年度 保育施設のしおり","https://www.city.musashino.lg.jp/_res/projects/default_project/_page_/001/044/682/R6hoikusisetunosiori.pdf",842.218181818182,512.654545454545,0.42407558162151,0.349390692751951
